104052 silly lifecycle diff@1.0.7~preinstall: no script for preinstall, continuing
110728 silly linkStuff once@1.3.3 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110729 verbose linkBins once@1.3.3
110730 verbose linkMans once@1.3.3
110731 silly build npmconf@2.1.2
110732 info linkStuff npmconf@2.1.2
110733 silly linkStuff npmconf@2.1.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110734 verbose linkBins npmconf@2.1.2
110735 verbose linkMans npmconf@2.1.2
110736 silly build registry-url@0.1.1
110737 info linkStuff registry-url@0.1.1
110738 silly linkStuff registry-url@0.1.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110739 verbose linkBins registry-url@0.1.1
110740 verbose linkMans registry-url@0.1.1
110741 silly build package-json@0.2.0
110742 info linkStuff package-json@0.2.0
110743 silly linkStuff package-json@0.2.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110744 verbose linkBins package-json@0.2.0
110745 verbose linkMans package-json@0.2.0
110746 silly build latest-version@0.2.0
110747 info linkStuff latest-version@0.2.0
110748 silly linkStuff latest-version@0.2.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110749 verbose linkBins latest-version@0.2.0
110750 verbose link bins [ { 'latest-version': 'cli.js' },
110750 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
110750 verbose link bins   false ]
110751 verbose linkMans latest-version@0.2.0
110752 silly build glob@4.0.6
110753 info linkStuff glob@4.0.6
110754 silly linkStuff glob@4.0.6 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\google-cdn\node_modules as its parent node_modules
110755 verbose linkBins glob@4.0.6
110756 verbose linkMans glob@4.0.6
110757 silly build end-of-stream@1.0.0
110758 info linkStuff end-of-stream@1.0.0
110759 silly linkStuff end-of-stream@1.0.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110760 verbose linkBins end-of-stream@1.0.0
110761 verbose linkMans end-of-stream@1.0.0
110762 silly build pump@0.3.5
110763 info linkStuff pump@0.3.5
110764 silly linkStuff pump@0.3.5 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110765 verbose linkBins pump@0.3.5
110766 verbose linkMans pump@0.3.5
110767 silly build inflight@1.0.4
110768 info linkStuff inflight@1.0.4
110769 silly linkStuff inflight@1.0.4 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110770 verbose linkBins inflight@1.0.4
110771 verbose linkMans inflight@1.0.4
110772 silly build glob@7.0.3
110773 info linkStuff glob@7.0.3
110774 silly linkStuff glob@7.0.3 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\tar-pack\node_modules as its parent node_modules
110775 verbose linkBins glob@7.0.3
110776 verbose linkMans glob@7.0.3
110777 silly build rimraf@2.5.2
110778 info linkStuff rimraf@2.5.2
110779 silly linkStuff rimraf@2.5.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\tar-pack\node_modules as its parent node_modules
110780 verbose linkBins rimraf@2.5.2
110781 verbose link bins [ { rimraf: './bin.js' },
110781 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\tar-pack\\node_modules\\.bin',
110781 verbose link bins   false ]
110782 verbose linkMans rimraf@2.5.2
110783 silly build fstream@1.0.8
110784 info linkStuff fstream@1.0.8
110785 silly linkStuff fstream@1.0.8 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\tar-pack\node_modules as its parent node_modules
110786 verbose linkBins fstream@1.0.8
110787 verbose linkMans fstream@1.0.8
110788 silly build tar@2.2.1
110789 info linkStuff tar@2.2.1
110790 silly linkStuff tar@2.2.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\tar-pack\node_modules as its parent node_modules
110791 verbose linkBins tar@2.2.1
110792 verbose linkMans tar@2.2.1
110793 silly build tar-pack@3.1.3
110794 info linkStuff tar-pack@3.1.3
110795 silly linkStuff tar-pack@3.1.3 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110796 verbose linkBins tar-pack@3.1.3
110797 verbose linkMans tar-pack@3.1.3
110798 silly build glob@7.0.3
110799 info linkStuff glob@7.0.3
110800 silly linkStuff glob@7.0.3 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\node-pre-gyp\node_modules as its parent node_modules
110801 verbose linkBins glob@7.0.3
110802 verbose linkMans glob@7.0.3
110803 silly build rimraf@2.5.2
110804 info linkStuff rimraf@2.5.2
110805 silly linkStuff rimraf@2.5.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\node-pre-gyp\node_modules as its parent node_modules
110806 verbose linkBins rimraf@2.5.2
110807 verbose link bins [ { rimraf: './bin.js' },
110807 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\node-pre-gyp\\node_modules\\.bin',
110807 verbose link bins   false ]
110808 verbose linkMans rimraf@2.5.2
110809 silly build fstream@1.0.8
110810 info linkStuff fstream@1.0.8
110811 silly linkStuff fstream@1.0.8 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\node-pre-gyp\node_modules as its parent node_modules
110812 verbose linkBins fstream@1.0.8
110813 verbose linkMans fstream@1.0.8
110814 silly build tar@2.2.1
110815 info linkStuff tar@2.2.1
110816 silly linkStuff tar@2.2.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\node-pre-gyp\node_modules as its parent node_modules
110817 verbose linkBins tar@2.2.1
110818 verbose linkMans tar@2.2.1
110819 silly build glob@4.5.3
110820 info linkStuff glob@4.5.3
110821 silly linkStuff glob@4.5.3 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\node-inspector\node_modules as its parent node_modules
110822 verbose linkBins glob@4.5.3
110823 verbose linkMans glob@4.5.3
110824 silly build glob@7.0.3
110825 info linkStuff glob@7.0.3
110826 silly linkStuff glob@7.0.3 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma\node_modules\rimraf\node_modules as its parent node_modules
110827 verbose linkBins glob@7.0.3
110828 verbose linkMans glob@7.0.3
110829 silly build rimraf@2.5.2
110830 info linkStuff rimraf@2.5.2
110831 silly linkStuff rimraf@2.5.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma\node_modules as its parent node_modules
110832 verbose linkBins rimraf@2.5.2
110833 verbose link bins [ { rimraf: './bin.js' },
110833 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\karma\\node_modules\\.bin',
110833 verbose link bins   false ]
110834 verbose linkMans rimraf@2.5.2
110835 silly build glob@5.0.15
110836 info linkStuff glob@5.0.15
110837 silly linkStuff glob@5.0.15 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma\node_modules as its parent node_modules
110838 verbose linkBins glob@5.0.15
110839 verbose linkMans glob@5.0.15
110840 silly build commander@2.1.0
110841 info linkStuff commander@2.1.0
110842 silly linkStuff commander@2.1.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\ws\node_modules as its parent node_modules
110843 verbose linkBins commander@2.1.0
110844 verbose linkMans commander@2.1.0
110845 silly build nan@1.0.0
110846 info linkStuff nan@1.0.0
110847 silly linkStuff nan@1.0.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\ws\node_modules as its parent node_modules
110848 verbose linkBins nan@1.0.0
110849 verbose linkMans nan@1.0.0
110850 silly build ws@0.4.32
110851 info linkStuff ws@0.4.32
110852 silly linkStuff ws@0.4.32 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110853 verbose linkBins ws@0.4.32
110854 verbose link bins [ { wscat: './bin/wscat' },
110854 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
110854 verbose link bins   false ]
110855 verbose linkMans ws@0.4.32
110856 silly build x-default-browser@0.3.1
110857 info linkStuff x-default-browser@0.3.1
110858 silly linkStuff x-default-browser@0.3.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110859 verbose linkBins x-default-browser@0.3.1
110860 verbose link bins [ { 'x-default-browser': 'bin/x-default-browser.js' },
110860 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
110860 verbose link bins   false ]
110861 verbose linkMans x-default-browser@0.3.1
110862 silly build xdg-basedir@1.0.1
110863 info linkStuff xdg-basedir@1.0.1
110864 silly linkStuff xdg-basedir@1.0.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110865 verbose linkBins xdg-basedir@1.0.1
110866 verbose linkMans xdg-basedir@1.0.1
110867 silly build configstore@0.3.2
110868 info linkStuff configstore@0.3.2
110869 silly linkStuff configstore@0.3.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110870 verbose linkBins configstore@0.3.2
110871 verbose linkMans configstore@0.3.2
110872 silly build update-notifier@0.2.0
110873 info linkStuff update-notifier@0.2.0
110874 silly linkStuff update-notifier@0.2.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110875 verbose linkBins update-notifier@0.2.0
110876 verbose linkMans update-notifier@0.2.0
110877 silly build xmlbuilder@4.0.0
110878 info linkStuff xmlbuilder@4.0.0
110879 silly linkStuff xmlbuilder@4.0.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110880 verbose linkBins xmlbuilder@4.0.0
110881 verbose linkMans xmlbuilder@4.0.0
110882 silly build xml2js@0.4.4
110883 info linkStuff xml2js@0.4.4
110884 silly linkStuff xml2js@0.4.4 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110885 verbose linkBins xml2js@0.4.4
110886 verbose linkMans xml2js@0.4.4
110887 silly build selenium-webdriver@2.44.0
110888 info linkStuff selenium-webdriver@2.44.0
110889 silly linkStuff selenium-webdriver@2.44.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110890 verbose linkBins selenium-webdriver@2.44.0
110891 verbose linkMans selenium-webdriver@2.44.0
110892 silly build protractor@1.8.0
110893 info linkStuff protractor@1.8.0
110894 silly linkStuff protractor@1.8.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110895 verbose linkBins protractor@1.8.0
110896 verbose link bins [ { protractor: 'bin/protractor',
110896 verbose link bins     'webdriver-manager': 'bin/webdriver-manager' },
110896 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
110896 verbose link bins   false ]
110897 verbose linkMans protractor@1.8.0
110898 silly build grunt-protractor-runner@1.2.1
110899 info linkStuff grunt-protractor-runner@1.2.1
110900 silly linkStuff grunt-protractor-runner@1.2.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110901 verbose linkBins grunt-protractor-runner@1.2.1
110902 verbose linkMans grunt-protractor-runner@1.2.1
110903 silly build xmldom@0.1.22
110904 info linkStuff xmldom@0.1.22
110905 silly linkStuff xmldom@0.1.22 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110906 verbose linkBins xmldom@0.1.22
110907 verbose linkMans xmldom@0.1.22
110908 silly build plist@1.2.0
110909 info linkStuff plist@1.2.0
110910 silly linkStuff plist@1.2.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110911 verbose linkBins plist@1.2.0
110912 verbose linkMans plist@1.2.0
110913 silly build xmlhttprequest@1.4.2
110914 info linkStuff xmlhttprequest@1.4.2
110915 silly linkStuff xmlhttprequest@1.4.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110916 verbose linkBins xmlhttprequest@1.4.2
110917 verbose linkMans xmlhttprequest@1.4.2
110918 silly build xtend@4.0.1
110919 info linkStuff xtend@4.0.1
110920 silly linkStuff xtend@4.0.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110921 verbose linkBins xtend@4.0.1
110922 verbose linkMans xtend@4.0.1
110923 silly build win-detect-browsers@1.0.2
110924 info linkStuff win-detect-browsers@1.0.2
110925 silly linkStuff win-detect-browsers@1.0.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110926 verbose linkBins win-detect-browsers@1.0.2
110927 verbose link bins [ { 'win-detect-browsers': './bin/detect-browsers' },
110927 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
110927 verbose link bins   false ]
110928 verbose linkMans win-detect-browsers@1.0.2
110929 silly build browser-launcher2@0.4.6
110930 info linkStuff browser-launcher2@0.4.6
110931 silly linkStuff browser-launcher2@0.4.6 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110932 verbose linkBins browser-launcher2@0.4.6
110933 verbose linkMans browser-launcher2@0.4.6
110934 silly build biased-opener@0.2.8
110935 info linkStuff biased-opener@0.2.8
110936 silly linkStuff biased-opener@0.2.8 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110937 verbose linkBins biased-opener@0.2.8
110938 verbose link bins [ { 'biased-opener': 'bin/biased-opener.js' },
110938 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
110938 verbose link bins   false ]
110939 verbose linkMans biased-opener@0.2.8
110940 silly build tar-stream@0.4.7
110941 info linkStuff tar-stream@0.4.7
110942 silly linkStuff tar-stream@0.4.7 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110943 verbose linkBins tar-stream@0.4.7
110944 verbose linkMans tar-stream@0.4.7
110945 silly build tar-fs@0.5.2
110946 info linkStuff tar-fs@0.5.2
110947 silly linkStuff tar-fs@0.5.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110948 verbose linkBins tar-fs@0.5.2
110949 verbose linkMans tar-fs@0.5.2
110950 silly build is-my-json-valid@2.13.1
110951 info linkStuff is-my-json-valid@2.13.1
110952 silly linkStuff is-my-json-valid@2.13.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110953 verbose linkBins is-my-json-valid@2.13.1
110954 verbose linkMans is-my-json-valid@2.13.1
110955 silly build har-validator@2.0.6
110956 info linkStuff har-validator@2.0.6
110957 silly linkStuff har-validator@2.0.6 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110958 verbose linkBins har-validator@2.0.6
110959 verbose link bins [ { 'har-validator': 'bin/har-validator' },
110959 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
110959 verbose link bins   false ]
110960 verbose linkMans har-validator@2.0.6
110961 silly build request@2.72.0
110962 info linkStuff request@2.72.0
110963 silly linkStuff request@2.72.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110964 verbose linkBins request@2.72.0
110965 verbose linkMans request@2.72.0
110966 silly build update-notifier@0.1.10
110967 info linkStuff update-notifier@0.1.10
110968 silly linkStuff update-notifier@0.1.10 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\nodemon\node_modules as its parent node_modules
110969 verbose linkBins update-notifier@0.1.10
110970 verbose linkMans update-notifier@0.1.10
110971 silly build nodemon@1.0.20
110972 info linkStuff nodemon@1.0.20
110973 silly linkStuff nodemon@1.0.20 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110974 warn prefer global nodemon@1.0.20 should be installed with -g
110975 verbose linkBins nodemon@1.0.20
110976 verbose link bins [ { nodemon: './bin/nodemon.js' },
110976 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
110976 verbose link bins   false ]
110977 verbose linkMans nodemon@1.0.20
110978 silly build grunt-nodemon@0.2.1
110979 info linkStuff grunt-nodemon@0.2.1
110980 silly linkStuff grunt-nodemon@0.2.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110981 verbose linkBins grunt-nodemon@0.2.1
110982 verbose linkMans grunt-nodemon@0.2.1
110983 silly build node-pre-gyp@0.6.28
110984 info linkStuff node-pre-gyp@0.6.28
110985 silly linkStuff node-pre-gyp@0.6.28 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110986 verbose linkBins node-pre-gyp@0.6.28
110987 verbose link bins [ { 'node-pre-gyp': './bin/node-pre-gyp' },
110987 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
110987 verbose link bins   false ]
110988 verbose linkMans node-pre-gyp@0.6.28
110989 silly build v8-profiler@5.2.12
110990 info linkStuff v8-profiler@5.2.12
110991 silly linkStuff v8-profiler@5.2.12 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110992 verbose linkBins v8-profiler@5.2.12
110993 verbose linkMans v8-profiler@5.2.12
110994 silly build v8-debug@0.4.6
110995 info linkStuff v8-debug@0.4.6
110996 silly linkStuff v8-debug@0.4.6 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
110997 verbose linkBins v8-debug@0.4.6
110998 verbose linkMans v8-debug@0.4.6
110999 silly build node-inspector@0.9.2
111000 info linkStuff node-inspector@0.9.2
111001 silly linkStuff node-inspector@0.9.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111002 warn prefer global node-inspector@0.9.2 should be installed with -g
111003 verbose linkBins node-inspector@0.9.2
111004 verbose link bins [ { 'node-inspector': './bin/inspector.js',
111004 verbose link bins     'node-debug': './bin/node-debug.js' },
111004 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
111004 verbose link bins   false ]
111005 verbose linkMans node-inspector@0.9.2
111006 silly build grunt-node-inspector@0.1.6
111007 info linkStuff grunt-node-inspector@0.1.6
111008 silly linkStuff grunt-node-inspector@0.1.6 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111009 verbose linkBins grunt-node-inspector@0.1.6
111010 verbose linkMans grunt-node-inspector@0.1.6
111011 silly build insight@0.4.3
111012 info linkStuff insight@0.4.3
111013 silly linkStuff insight@0.4.3 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111014 verbose linkBins insight@0.4.3
111015 verbose linkMans insight@0.4.3
111016 silly build bower@1.3.12
111017 info linkStuff bower@1.3.12
111018 silly linkStuff bower@1.3.12 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\google-cdn\node_modules as its parent node_modules
111019 verbose linkBins bower@1.3.12
111020 verbose link bins [ { bower: 'bin/bower' },
111020 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\google-cdn\\node_modules\\.bin',
111020 verbose link bins   false ]
111021 verbose linkMans bower@1.3.12
111022 silly build google-cdn@0.7.0
111023 info linkStuff google-cdn@0.7.0
111024 silly linkStuff google-cdn@0.7.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111025 verbose linkBins google-cdn@0.7.0
111026 verbose linkMans google-cdn@0.7.0
111027 silly build grunt-google-cdn@0.4.3
111028 info linkStuff grunt-google-cdn@0.4.3
111029 silly linkStuff grunt-google-cdn@0.4.3 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111030 verbose linkBins grunt-google-cdn@0.4.3
111031 verbose linkMans grunt-google-cdn@0.4.3
111032 silly build download@0.1.19
111033 info linkStuff download@0.1.19
111034 silly linkStuff download@0.1.19 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111035 verbose linkBins download@0.1.19
111036 verbose link bins [ { download: 'cli.js' },
111036 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
111036 verbose link bins   false ]
111037 verbose linkMans download@0.1.19
111038 silly build bin-wrapper@0.3.4
111039 info linkStuff bin-wrapper@0.3.4
111040 silly linkStuff bin-wrapper@0.3.4 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111041 verbose linkBins bin-wrapper@0.3.4
111042 verbose linkMans bin-wrapper@0.3.4
111043 silly build bin-build@0.1.1
111044 info linkStuff bin-build@0.1.1
111045 silly linkStuff bin-build@0.1.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111046 verbose linkBins bin-build@0.1.1
111047 verbose linkMans bin-build@0.1.1
111048 silly build pngquant-bin@0.3.5
111049 info linkStuff pngquant-bin@0.3.5
111050 silly linkStuff pngquant-bin@0.3.5 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111051 verbose linkBins pngquant-bin@0.3.5
111052 verbose link bins [ { pngquant: 'cli.js' },
111052 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
111052 verbose link bins   false ]
111053 verbose linkMans pngquant-bin@0.3.5
111054 silly build imagemin-pngquant@0.1.3
111055 info linkStuff imagemin-pngquant@0.1.3
111056 silly linkStuff imagemin-pngquant@0.1.3 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111057 verbose linkBins imagemin-pngquant@0.1.3
111058 verbose linkMans imagemin-pngquant@0.1.3
111059 silly build optipng-bin@0.3.11
111060 info linkStuff optipng-bin@0.3.11
111061 silly linkStuff optipng-bin@0.3.11 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111062 verbose linkBins optipng-bin@0.3.11
111063 verbose link bins [ { optipng: 'cli.js' },
111063 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
111063 verbose link bins   false ]
111064 verbose linkMans optipng-bin@0.3.11
111065 silly build imagemin-optipng@0.1.0
111066 info linkStuff imagemin-optipng@0.1.0
111067 silly linkStuff imagemin-optipng@0.1.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111068 verbose linkBins imagemin-optipng@0.1.0
111069 verbose linkMans imagemin-optipng@0.1.0
111070 silly build jpegtran-bin@0.2.8
111071 info linkStuff jpegtran-bin@0.2.8
111072 silly linkStuff jpegtran-bin@0.2.8 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111073 verbose linkBins jpegtran-bin@0.2.8
111074 verbose link bins [ { jpegtran: 'cli.js' },
111074 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
111074 verbose link bins   false ]
111075 verbose linkMans jpegtran-bin@0.2.8
111076 silly build imagemin-jpegtran@0.1.0
111077 info linkStuff imagemin-jpegtran@0.1.0
111078 silly linkStuff imagemin-jpegtran@0.1.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111079 verbose linkBins imagemin-jpegtran@0.1.0
111080 verbose linkMans imagemin-jpegtran@0.1.0
111081 silly build gifsicle@0.1.7
111082 info linkStuff gifsicle@0.1.7
111083 silly linkStuff gifsicle@0.1.7 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111084 verbose linkBins gifsicle@0.1.7
111085 verbose link bins [ { gifsicle: 'cli.js' },
111085 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
111085 verbose link bins   false ]
111086 verbose linkMans gifsicle@0.1.7
111087 silly build imagemin-gifsicle@0.1.1
111088 info linkStuff imagemin-gifsicle@0.1.1
111089 silly linkStuff imagemin-gifsicle@0.1.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111090 verbose linkBins imagemin-gifsicle@0.1.1
111091 verbose linkMans imagemin-gifsicle@0.1.1
111092 silly build imagemin@0.4.9
111093 info linkStuff imagemin@0.4.9
111094 silly linkStuff imagemin@0.4.9 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111095 verbose linkBins imagemin@0.4.9
111096 verbose link bins [ { imagemin: 'cli.js' },
111096 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
111096 verbose link bins   false ]
111097 verbose linkMans imagemin@0.4.9
111098 silly build grunt-contrib-imagemin@0.7.2
111099 info linkStuff grunt-contrib-imagemin@0.7.2
111100 silly linkStuff grunt-contrib-imagemin@0.7.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111101 verbose linkBins grunt-contrib-imagemin@0.7.2
111102 verbose linkMans grunt-contrib-imagemin@0.7.2
111103 silly build request@2.67.0
111104 info linkStuff request@2.67.0
111105 silly linkStuff request@2.67.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\phantomjs\node_modules as its parent node_modules
111106 verbose linkBins request@2.67.0
111107 verbose linkMans request@2.67.0
111108 silly build yargs@3.5.4
111109 info linkStuff yargs@3.5.4
111110 silly linkStuff yargs@3.5.4 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111111 verbose linkBins yargs@3.5.4
111112 verbose linkMans yargs@3.5.4
111113 silly build uglify-js@2.4.24
111114 info linkStuff uglify-js@2.4.24
111115 silly linkStuff uglify-js@2.4.24 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111116 verbose linkBins uglify-js@2.4.24
111117 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
111117 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
111117 verbose link bins   false ]
111118 verbose linkMans uglify-js@2.4.24
111119 silly build with@3.0.1
111120 info linkStuff with@3.0.1
111121 silly linkStuff with@3.0.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-ng-jade2js-preprocessor\node_modules as its parent node_modules
111122 verbose linkBins with@3.0.1
111123 verbose linkMans with@3.0.1
111124 silly build constantinople@2.0.1
111125 info linkStuff constantinople@2.0.1
